anime_id,name,genre,episodes,rating
19993,Kaminari Boy Pikkaribee★,"Adventure, Comedy, Kids",54,6.2
27457,Porong Porong Pororo 4,"Cars, Kids",26,5.25
19325,Kwaegeol Longman Narongi,"Adventure, Kids",52,7.43
19981,Shisukon Ouji,Adventure,14,7
20603,Kyoufu no Kyou-chan,"Comedy, Parody",7,4.58
22709,Zettai Zetsumei Dangerous Jiisan (2005),"Comedy, Kids",19,7
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,"Comedy, Drama, Historical",30,5.25
20005,Pinch to Punch,Comedy,156,5.71
27459,Porong Porong Pororo 5,"Cars, Kids",26,5.63
20173,Mori no Senshi Bonolon,"Adventure, Fantasy, Kids",26,4.57
29431,Eddie the Fast Break,"Kids, Sports",-1,6.11
30131,Uwabaki Cook,Kids,13,4.57
32842,Panpaka Pants,"Comedy, Kids",-1,4.17
31698,Zhan Long Si Qu,"Cars, Kids",64,4.8
19311,Turuturutu Narongi,"Adventure, Kids",52,6.25
33630,Rainbow Sea,"Adventure, Fantasy, Sci-Fi",26,7.2
29843,Akuei to Gacchinpo: Tenkomori,"Comedy, Kids",12,4.09
22997,Shin Skyers 5,"Action, Sci-Fi",26,6.25
29003,Lena lena,Slice of Life,13,5.33
17315,Shin Pro Golfer Saru,"Kids, Sports",10,7
30875,Washimo 3rd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",44,5.5
19985,Uchuujin Pipi,Kids,52,5
31237,Ganbare-bu Next!,"Comedy, Sports",6,5.36
25139,Oh! My Konbu,"Comedy, Shounen, Slice of Life",22,6.38
23001,Manga Jinbutsushi,Historical,365,6.91
22651,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,"Fantasy, Kids",6,6.62
19901,Donkikko,"Comedy, Shounen",21,6.75
20239,Hana no Kakarichou,"Comedy, Seinen, Slice of Life",25,6.5
10953,Pants Pankurou,"Comedy, Kids, Slice of Life",85,6.38
20147,Robokko Beeton,"Adventure, Comedy, Kids, Slice of Life",50,6.17
19987,Kaitou Pride,"Adventure, Comedy, Kids",105,6.75
33479,Muzumuzu Eighteen,Slice of Life,-1,3.8
21483,Sanchoume no Yuuhi,"Comedy, Slice of Life",27,7.33
17599,Konpora Kid,"Comedy, Kids, Sci-Fi",26,5.75
19991,Tobidase! Bacchiri,"Comedy, Kids, Mystery",132,7.63
12185,Mameushi-kun,"Comedy, Fantasy, Kids",52,6.56
12809,Wonder Bebil-kun,"Comedy, Fantasy",30,6.78
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen",22,5
19965,Ikinari Dagon,"Adventure, Fantasy",12,5.63
31150,Xi Yang Yang Yu Hui Tai Lang,"Adventure, Comedy, Kids",-1,5.87
19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",162,7.18
15069,Robin-kun to 100 nin no Otomodachi Season 2,Kids,13,5.17
9902,Hyper ERT,Kids,20,6
19873,Marude Dameo,"Comedy, Sci-Fi, Shounen",47,6.2
30602,Great Hunt,"Comedy, Music",6,4.75
32663,Tama &amp; Friends: Uchi no Tama Shirimasenka?,"Adventure, Kids",-1,6.67
23799,Dango San Kyoudai Attoiuma Gekijou,"Kids, Music",50,7.3
12793,Yanbo Ninbo Tonbo,Fantasy,39,5.82
31239,Kotori Samba,"Comedy, Music",240,6.75
28145,Johnny Cypher,"Action, Adventure, Sci-Fi",130,6.86
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music,10,5.47
21487,Shin Dokonjou Gaeru,"Comedy, Slice of Life",30,7.18
20123,Kappamaki,"Comedy, Slice of Life",130,5.43
20081,Ijiwaru Baasan (1996),"Comedy, Slice of Life",46,5.75
20077,Dotanba no Manners,"Comedy, Slice of Life",283,6.75
34503,Kochinpa! Dainiki,Comedy,24,3.4
20085,Only You: Viva! Cabaret Club,Comedy,15,6.8
21491,Ninjaman Ippei,"Action, Comedy, School, Slice of Life",13,6.56
12613,Morizo to Kikkoro,Kids,52,5.42
23829,Komatsu Sakyo Anime Gekijou,"Comedy, Parody, Sci-Fi, Space",24,5.17
17487,Tantei Shounen Kageman,"Comedy, Mystery",39,6.5
23313,Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids",33,5.82
10239,Mayutoro The Toons,"Comedy, Fantasy, Kids",33,5.38
9949,The Olympic Adventures of Fuwa,Comedy,100,6.17
20125,Tobidase! Machine Hiryuu,"Cars, Comedy, Parody, Shounen",21,5.17
13503,Cofun Gal no Coffy (TV),"Comedy, Parody",12,6.9
22345,Funny Pets 2nd Season,Comedy,12,3.92
19457,Green Saver,"Adventure, Kids",26,5.43
19989,Tatakae! Osper,"Action, Sci-Fi, Shounen",52,5.6
7629,The Arari Show,"Comedy, Drama, Slice of Life",26,6.5
13505,Cofun Gal no Coffy Campus Life,Comedy,11,5.78
32660,Petit Petit Muse,"Cars, Horror, Kids",26,8.14
19997,Fight Da!! Pyuta,"Action, Comedy, Sci-Fi, Shounen",26,6
20127,Kariage-kun,"Comedy, Seinen, Slice of Life",59,6.5
20083,Doteraman,"Comedy, Sci-Fi",20,6
11197,Kuma no Puutarou,Comedy,30,6.3
31385,Ginga Shounen Tai,"Action, Adventure, Kids, Space",92,6.38
20001,Mouretsu Atarou,"Comedy, Kids, Slice of Life",90,6.33
17457,Chingou Muchabee,"Adventure, Comedy",26,6.75
34233,Kimoshiba,Comedy,-1,7
10237,Ki-Fighter Taerang,"Adventure, Kids",26,5.92
17624,Omakase Scrappers,"Adventure, Comedy, Sci-Fi",39,6.89
20025,Itazura Tenshi Chippo-chan,"Comedy, Kids",240,7.33
20237,Anime Document: München e no Michi,Sports,16,6.5
29836,Akuei to Gacchinpo,"Comedy, Kids",13,4.57
17102,Lolling Seutajeu,"Kids, Sports",26,5.6
20231,Manga Kodomo Bunko,"Drama, Fantasy, Kids",51,6.14
15957,Dokachin,"Comedy, Kids",26,5.62
10995,Ganbare!! Nattou-san,Comedy,4,5.75
22065,The Adventures of T-Rex,"Action, Adventure, Comedy, Kids",52,5.9
30119,Yowamushi Monsters,Kids,-1,6.33
21549,Hitotsuboshi-ke no Ultra Baasan,"Comedy, Slice of Life",13,4.88
20075,Obocchama-kun,"Comedy, Parody",164,6.47
33002,Panpaka Pants W-O-New!,"Comedy, Kids",-1,4.5
31746,Dochamon Junior,"Comedy, Kids",16,5.09
17623,Futago no Monchhichi,"Comedy, Kids",130,4.86
29529,Kagee Aesop Monogatari,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",26,7.17
19839,Wei Qi Shao Nian 2,"Game, Historical",26,8.22
10709,Manga Nihon Keizai Nyuumon,Drama,25,6.67
29099,Washimo 2nd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",24,5.45
11497,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",26,7
23011,Otoko Doahou! Koushien,"Action, Sports",156,6.6
31211,Choegang Top Plate,"Action, Comedy, Kids, Sports",26,7.2
9903,"Chi Dor Dor, Chi Dor Dor",Kids,15,5.77
20079,Ijiwaru Baasan,"Comedy, Slice of Life",39,7.33
21539,Oraa Guzura Dado,"Comedy, Kids",52,6.63
20201,Easy Cooking Animation: Seishun no Shokutaku,Comedy,25,5.2
31640,Fuusen Inu Tinny 2nd Season,"Adventure, Kids",-1,3.75
29527,Kagee Mukashibanashi,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",65,7.5
18939,Shimajirou Hesoka,"Adventure, Comedy, Fantasy, Kids, Magic",101,6.6
14623,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",26,5.78
12781,Yoshimoto Muchikko Monogatari,Comedy,47,5.62
2930,Tensai? Dr. Hamax,Comedy,12,4.33
19995,King Kong: 001/7 Tom Thumb,"Adventure, Sci-Fi",26,5
9175,Tsuruhime Ja!,"Comedy, Kids, Shoujo, Slice of Life",49,5.54
32230,Xi You Ji,"Adventure, Fantasy",52,8.07
17106,Wala! Pyeon-uijeom The Animation,Slice of Life,24,5.33
33727,Neko no Dayan: Fushigi Gekijou,Kids,-1,4.25
9821,McDull and Chinese Culture,"Comedy, Historical",5,6.79
30605,Uwabaki Cook no Tekitou Uranai!,Comedy,125,4.6
31892,The Legend of Huainanzi,"Adventure, Fantasy, Historical",26,5.75
33782,Life!,"Comedy, Slice of Life",-1,5.25
19547,Beompeoking Jaepeo,"Action, Cars",26,4.85
33538,Shima Kousaku no Asia Risshi-den,"Drama, Seinen",26,6
12835,Umeboshi Denka,"Comedy, Slice of Life",26,6.53
31673,Larva 2nd Season,Comedy,34,7.05
18983,Yuuto-kun ga Iku,"Kids, Sports",26,3.83
17613,Poka Poka Mori no Rascal,Kids,52,5.22
9807,Harley Spiny,Kids,140,6.06
28887,Setsuzoku Muyou,Comedy,26,4.5
13459,Ribbon-chan,Comedy,24,4.83
28201,Yeonghongibyeong Lazenca,"Action, Adventure, Mecha, Sci-Fi",13,5.45
20223,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",20,7
15873,Pyun Pyun Maru,"Comedy, Martial Arts",26,7.13
3073,Robby to Kerobby,"Comedy, Kids",52,6
23013,Norakuro,Comedy,26,6
17601,Non-tan to Issho,Kids,263,6.84
11525,Mamimume★Mogacho,Kids,13,6.55
20233,Tonari no Tamageta-kun,"Comedy, Sci-Fi",60,6.33
17669,Kunimatsu-sama no Otoridai,"Comedy, School, Sports",46,6.88
2708,Wankorobee,"Comedy, Fantasy, Kids",26,5.71
21053,Ikemen Kyuugo-tai Nurse Angels,Comedy,10,5.44
20087,Treasure Gaust,Game,5,3.82
30470,Himitsukessha Taka no Tsume DO,"Comedy, Parody, Super Power",-1,6.2
8521,Biriken Nandemo Shoukai,"Comedy, Kids",22,4.77
28071,Itsumo Kokoro ni Taiyou wo!,"Comedy, Ecchi",16,5.75
3243,Elec-king The Animation,Comedy,13,6.55
16908,Ganbare! Oden-kun,Comedy,102,5.83
20009,Doubutsu Mura Monogatari,Kids,100,6.92
17667,Harisu no Kaze,"Comedy, School",70,6.44
10856,Penguin no Mondai DX?,"Comedy, Kids",52,6.27
19505,Kaizoku Ouji,"Adventure, Shounen",31,7
10965,Kagaku Bouken-tai Tansar 5,"Adventure, Mystery, Sci-Fi, Supernatural",34,6.73
17619,Souya Monogatari,"Adventure, Drama, Historical",21,6.71
28087,Ehon Yose,"Historical, Horror, Kids",50,5.25
23721,Carino Coni,"Fantasy, Kids",26,6.93
18469,Odoriko Clinoppe,"Comedy, Slice of Life",26,5.75
33188,Sore Ike! Sabuibo Mask,"Comedy, Slice of Life",8,3
22247,Azumi Mamma★Mia,"Comedy, Kids",60,5.6
10855,Penguin no Mondai Max,"Comedy, Kids",50,6.88
25809,Ore-tachi Ijiwaru Kei,Comedy,14,5.71
29399,Ousama Monogatari,"Adventure, Kids",-1,5.6
19087,Kaiketsu Tamagon,"Adventure, Comedy, Kids",195,5.65
11203,Hero Hero-kun,"Adventure, Comedy, Game, Kids",104,6.33
8685,Ryuuichi Manga Gekijou Onbu Obake,Supernatural,52,5.59
18005,Forza! Hidemaru,Sports,26,6.44
13465,Little Charo: Touhoku-hen,Kids,12,6.25
10250,Ultra B,"Comedy, Super Power",119,5.52
20243,Gatapishi,"Comedy, Slice of Life",199,7.07
12771,Youyou no Neko Tsumami,"Comedy, Slice of Life",130,6.09
15897,Picchipichi Shizuku-chan,"Comedy, Kids",52,6.83
9533,Pururun! Shizuku-chan Aha,"Comedy, Kids",51,5.86
8520,Biriken,"Comedy, Kids",32,5.22
19831,Ore wa Chokkaku,Comedy,36,7.13
8595,Kotencotenco,"Adventure, Comedy, Fantasy, Kids, Magic",52,6.18
13179,Little Charo 2,Slice of Life,50,6.3
12767,Yuusei Kamen,Sci-Fi,39,6.44
16303,Chikkun Takkun,"Comedy, Sci-Fi",23,6
16526,Ranpou,"Comedy, Parody, School",21,6.67
12391,Mouretsu Atarou (1990),"Comedy, Kids, Slice of Life",34,7.1
23393,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life",73,6.48
30028,Sekai Meisaku Douwa Series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",4,6.71
22313,Shinken Densetsu: Tight Road,"Action, Martial Arts",13,5.67
27723,Kasumin 2nd Season,"Fantasy, Kids",26,6.36
24663,Dororonpa!,"Comedy, Slice of Life, Supernatural",115,7.5
2701,Susie-chan to Marvy,"Comedy, Kids",104,6.69
31054,"Letchu, Getchu, Saru Getchu",Comedy,76,5.05
22669,Gohan Kaijuu Pap,"Action, Comedy, Kids",-1,4.25
8179,Eagle Sam,"Comedy, Sports",51,5.45
22821,Himitsukessha Taka no Tsume EX,"Comedy, Parody, Super Power",38,6.7
18941,Shimajirou no Wow!,"Adventure, Comedy, Fantasy, Kids, Magic",-1,6.5
19501,Giga Tribe,"Comedy, Parody, Shounen, Super Power",39,5.5
33267,Jinxiu Shenzhou Zhi Qi You Ji,"Adventure, Fantasy",-1,4.67
20115,Gekisou! Rubenkaiser,"Cars, Shounen, Sports",17,7.17
17687,Bemubemu Hunter Kotengu Tenmaru,"Adventure, Fantasy",19,6.67
16650,Pro Golfer Saru (1985),"Kids, Sports",143,6.77
24969,Sumiko (TV),"Comedy, Kids, Slice of Life",8,4.07
19875,Robotan,"Comedy, Kids",104,6.54
16159,Mirai Kara Kita Shounen Super Jetter,"Action, Comedy, Sci-Fi, Super Power",52,5.43
13167,Zoobles!,Kids,26,5.57
10706,Yasai no Yousei: N.Y.Salad 2nd Series,Kids,26,6.38
9811,Hanasaka Tenshi Tenten-kun,"Comedy, Fantasy",43,6.75
10887,Dame Oyaji,Comedy,26,6.07
9812,Bit the Cupid,Comedy,48,6
3372,RGB Adventure,Adventure,6,5.21
12765,Yuuyake Banchou,Action,26,6.36
20117,Kotowaza House,"Comedy, Slice of Life",773,5.63
22439,Hello Kitty: Ringo no Mori no Mystery,"Comedy, Kids, Mystery",13,5.94
9885,Shin Bikkuriman,"Comedy, Fantasy",72,5.29
26163,Ganbare! Lulu Lolo 2nd Season,"Kids, Slice of Life",26,4.56
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,"Drama, Music, Slice of Life",33,6.33
24775,Koishite!! Namashi-chan,"Kids, Slice of Life",-1,6.14
5594,Fuusen no Doratarou,Kids,13,5.95
22221,Monoshiri Daigaku: Ashita no Calendar,Historical,1274,6.8
31019,Norasco (TV),"Comedy, Slice of Life",43,5.8
18241,Himitsukessha Taka no Tsume MAX,"Comedy, Parody, Super Power",38,7
27589,47 Todoufuken,"Comedy, Kids",26,5.61
22755,Chikasugi Idol Akae-chan,"Comedy, Game, Parody",12,4.28
13165,Paboo &amp; Mojies,Kids,52,4
10989,Stray Sheep: Poe no Chicchana Daibouken,"Comedy, Kids",12,5.61
22585,Nukko.,Comedy,-1,6.4
31753,Ganbare! Lulu Lolo 3rd Season,"Kids, Slice of Life",10,6.29
11245,Manga Nihonshi,Historical,52,6.2
16393,Norakuro-kun,"Comedy, Mystery",50,7.17
11733,Chi-Sui Maru 2nd Season,Comedy,34,5.08
10633,Shiodome Cable TV,Comedy,22,5.35
7639,Shounen Santa no Daibouken!,"Adventure, Fantasy, Shounen",24,6.12
9955,Big Mouth Do Do,"Kids, Slice of Life",52,6.54
32956,Ahare! Meisaku-kun,"Comedy, Kids, Parody, School",39,4.54
22441,Hello Kitty: Ringo no Mori to Parallel Town,"Comedy, Fantasy, Kids",27,6.38
10137,Manga Naruhodo Monogatari,"Adventure, Kids",102,6.74
23349,Kirin Monoshiri Yakata,Kids,1565,5.56
3500,"Yume Miru, Anime: on-chan",Comedy,26,7
9906,Sue Cat,"Adventure, Music, Shoujo",40,6.27
11405,Skyers 5,"Action, Sci-Fi",12,6.11
11213,Hoshi no Ko Poron,Sci-Fi,260,6.76
23915,The Adventures of Hello Kitty &amp; Friends,"Fantasy, Kids",52,5.08
15913,Happy☆Lucky Bikkuriman,"Adventure, Comedy, Fantasy, Kids",46,7.15
9070,Oden-kun,Comedy,156,7.36
11421,Iruka to Shounen,"Adventure, Kids",13,5.04
18819,Alice Tantei Kyoku,Kids,56,6.13
9540,Bucket de Gohan,Comedy,20,7.13
6730,Tonde Mon Pe,Kids,42,6.94
29361,Kareshi wa Hammerhead Shark,"Comedy, Kids, Slice of Life",-1,3.78
13455,Zumomo to Nupepe,Comedy,32,7
18937,Hakken Taiken Daisuki! Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",101,6.85
17671,Animal 1,Sports,27,6.71
18007,Dalam-iwa Goseumdochi,"Historical, Military",-1,6.47
9856,Manga Nihon Emaki,Historical,46,6.17
23149,47 Todoufuken R,"Comedy, Kids",12,5.81
12887,Uchuu Shounen Soran,"Action, Adventure, Sci-Fi",96,6.22
30342,Funassyi no Funafunafuna Biyori,"Comedy, Kids, Slice of Life",130,6.86
8143,Sockies: Frontier Quest,Comedy,39,5
7980,Shin Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",70,5.78
9562,Tachumaru Gekijou,"Comedy, Parody",26,5.63
4547,RoboDz,Sci-Fi,26,5
8832,Shounen Ashibe 2,"Comedy, Slice of Life",25,5.63
6727,Mechakko Dotakon,"Comedy, Sci-Fi",28,6.36
13457,Tomodachi 8-nin,Comedy,-1,5.42
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody",9,5.37
10889,Jungle Kurobee,Comedy,31,6.8
8879,Dolphin Ouji,"Action, Adventure, Kids, Sci-Fi",3,5.58
11857,Judo Sanka,"Shounen, Sports",27,6.68
30892,Boo Boo Boy,"Cars, Kids",26,4.73
8799,Okawari-Boy Starzan S,"Action, Adventure, Sci-Fi",34,6.9
8764,Hajime Ningen Gon,"Comedy, Historical",39,6.46
10236,Kagee Grimm Douwa,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",52,5.94
11609,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy,11,5.52
13177,Little Charo,Slice of Life,50,6.57
13463,Panda no Taputapu,Kids,-1,6.55
25967,Backkom Sports,"Comedy, Kids, Sports",52,6.21
30417,Panpaka Pants O-New!,"Comedy, Kids",26,3.6
12181,Nihon Omoshiro Mukashibanashi,"Comedy, Historical, Parody",12,6.67
17090,Agigongryong Doolie (2009),"Adventure, Kids",26,5.5
31361,Neko Enikki,"Comedy, Slice of Life",13,6.67
8501,Chibikko Kaijuu Yadamon,"Comedy, Kids, Supernatural",26,6.36
7211,Rose O&#039;Neill Kewpie,Comedy,26,6.4
20027,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,"Adventure, Fantasy, Kids",26,6.73
20755,Ganbare! Lulu Lolo,"Kids, Slice of Life",26,6.13
9455,Ninpen Manmaru,"Comedy, Samurai, Shounen",30,6.41
30173,Fruity Samurai,"Action, Comedy, Historical, Samurai",13,5.52
7525,Kick Off 2002,Sports,26,6.5
31699,Good Morning!!! Doronjo,"Comedy, Parody",225,6
10987,Zettai Zetsumei Dangerous Jiisan (2004),"Comedy, Kids",51,6.55
5184,Negibouzu no Asatarou,"Adventure, Comedy, Historical",48,7.25
22893,Mon Cheri CoCo,"Romance, Shoujo",13,6.71
19445,Tetsujin 28-gou Gao!,"Mecha, Slice of Life",151,7.33
