id,name,genres,episodes,rating,members,top_related_id,weight
33479,Muzumuzu Eighteen,"Slice of Life",-1,3.8,72
33475,Busou Shoujo Machiavellianism,"Action, School, Shounen",-1,-1,1896
33462,Bernard-jou Iwaku.,"Comedy, School",12,5.63,9367
33421,Hitori no Shita: The Outcast,"Action, Super Power, Supernatural",12,6.67,36343,"11757,436,16498,424,19815,418,22319,409,20507,396,28121,396,22199,394,21881,392,30276,387,26243,378,31240,378,20787,374,8074,372,28907,369,27899,368"
33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,"Romance, School, Shoujo",12,6.85,4580,"26349,1,25013,1,23289,1,21881,1,17741,1,1498,1,18115,1,16009,1,14467,1,7785,1,27831,1,15809,1,15613,1,15605,1,15109,1"
33417,Super Lovers 2,"Comedy, Drama, Romance, Shounen Ai",-1,-1,12022
33392,Gakuen Handsome,"Comedy, Parody, School, Shounen Ai",12,6.11,10696
33371,Atom: The Beginning,"Action, Mecha, Sci-Fi, Seinen",-1,-1,931
33362,Starmyu 2nd Season,"Music, School, Slice of Life",-1,-1,2504
33354,Cardcaptor Sakura: Clear Card-hen,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",-1,-1,6737
33352,Violet Evergarden,"Drama, Fantasy",-1,-1,20564
33314,Digimon Universe: Appli Monsters,"Action, Adventure, Comedy, Fantasy, Kids",-1,6.41,3676
33300,Manga Kotowaja Jiten,"Comedy, Historical",88,6.5,37
33290,Gra-P &amp; Rodeo 2nd Season,"Comedy, Music",-1,3.92,157
33274,Onara Gorou,"Comedy",13,5.82,5117,"9253,7,22319,7,11757,6,28223,6,16498,6,1535,6,22535,6,22199,5,27899,5,30276,5,31043,5,10620,5,14345,5,19815,5,28121,4"
33267,Jinxiu Shenzhou Zhi Qi You Ji,"Adventure, Fantasy",-1,4.67,106
33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",120,8.29,47092
33248,K: Seven Stories,"Action, Drama, Super Power, Supernatural",-1,-1,22133
33244,Kiitarou Shounen no Youkai Enikki,"Comedy, Supernatural",12,5.97,11986
33197,Lostorage Incited WIXOSS,"Game, Psychological",12,7.03,21893
33188,Sore Ike! Sabuibo Mask,"Comedy, Slice of Life",8,3,101
33123,Koto Nakare Hero Gingerman,"Comedy",12,3.8,39
33085,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,"Comedy, Magic",13,6.2,52
33047,Fate/Extra Last Encore,"Action, Fantasy, Magic",-1,-1,12653
33046,B-Project: Kodou＊Ambitious,"Music, Shoujo",12,6.77,17506,"16498,157,18507,153,22319,150,20507,149,23289,145,9919,145,26243,144,11757,144,853,140,4898,140,31478,139,14227,137,30503,137,10321,135,14467,134"
33044,Asa da yo! Kaishain,"Comedy",-1,4.33,177
33041,Bubuki Buranki: Hoshi no Kyojin,"Action, Drama, Mecha, Sci-Fi",12,6.91,10837
33037,Tsukiuta. The Animation,"Music",13,6.92,11183,"18507,79,20507,76,16498,76,22319,75,31478,75,33046,75,26243,72,23289,71,30503,70,30276,70,853,70,14467,69,10321,69,20583,66,11771,66"
33031,Shakunetsu no Takkyuu Musume,"Sports",12,6.89,14465
33026,Time Bokan 24,"Adventure, Comedy, Mecha",-1,5.28,2243
33021,Ragnastrike Angels,"Action",12,4.42,7365,"30276,94,19815,92,16498,91,11757,91,22199,87,30831,86,18679,86,6547,86,22319,85,21881,84,15809,84,28121,83,30296,82,31240,81,14741,81"
33019,Reikenzan: Hoshikuzu-tachi no Utage 2nd Season,"Comedy, Fantasy, Magic",-1,-1,4037
33018,Touken Ranbu,"Action, Fantasy",-1,-1,12012
33012,Island,"Drama, Sci-Fi",-1,-1,1659
33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",12,7.17,46024
32983,Natsume Yuujinchou Go,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",13,8.76,38865
32981,Hand Shakers,"Default",-1,-1,11661
32979,Flip Flappers,"Comedy, Sci-Fi",13,7.73,40945
32977,Aggressive Retsuko,"Comedy, Music",-1,7.38,5465
32962,Occultic;Nine,"Mystery, Sci-Fi",12,6.78,82532
32956,Ahare! Meisaku-kun,"Comedy, Kids, Parody, School",39,4.54,115
32949,Kuzu no Honkai,"Drama, Romance, School, Seinen",-1,-1,20941
32947,Battery,"Drama, Slice of Life, Sports",11,5.92,30270,"16498,309,30276,306,31043,299,22319,285,11757,282,20507,278,31964,276,1535,275,26243,265,28223,261,20583,260,23273,259,6547,258,19815,256,9919,256"
32944,CoCO &amp; NiCO,"Comedy, Kids",39,4.53,318
32936,Gin no Guardian,"Adventure, Fantasy",-1,-1,2462
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",10,9.15,93351,"20583,1224,28891,1218,16498,1104,30276,1050,11757,1029,1535,996,19815,963,22319,960,20507,933,31043,931,5114,896,11771,893,6547,867,28171,859,1575,859"
32906,Bishoujo Yuugi Unit Crane Game Girls,"Comedy, Game, Space",13,4.54,4673,"14741,58,9756,57,31498,56,19815,56,18679,55,32013,55,26349,55,30276,54,11757,54,29067,53,31043,53,31798,52,32681,52,6547,52,31442,51"
32901,Eromanga-sensei,"Comedy, Drama, Romance",-1,-1,8449
32899,Watashi ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",12,7.64,57638
32881,Tiger Mask W,"Action, Drama, Shounen, Sports",-1,6.44,8652
32878,ēlDLIVE,"Action, Sci-Fi, Space",-1,-1,6943
32876,Nameko: Sekai no Tomodachi,"Comedy",-1,5.6,261
32866,Brave Witches,"Action, Ecchi, Magic, Military, Sci-Fi",12,6.68,19544
32842,Panpaka Pants,"Comedy, Kids",-1,4.17,67
32836,Senki Zesshou Symphogear 4th Season,"Action, Music, Sci-Fi",-1,-1,1880
32821,Xiong Chu Mo Zhi Dongri Le Fantian,"Comedy, Kids",52,5.67,35
32820,Xiong Chu Mo Zhi Chunri Dui Dui Peng,"Adventure, Comedy, Kids",52,6.33,35
32818,Xiong Chu Mo Zhi Huanqiu Da Maoxian,"Comedy, Kids",104,6.33,36
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",22,7.56,9767,"11757,105,31251,99,16498,98,30276,96,1575,95,2904,92,22729,92,9253,91,21881,91,1535,90,13601,90,10087,89,18679,88,5114,87,2001,87"
32785,Future Card Buddyfight DDD,"Game",-1,6.39,912
32772,Puzzle &amp; Dragons Cross,"Game, Kids",-1,6.03,4369
32729,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",13,7.78,165358,"16498,1858,11757,1790,31043,1747,1535,1647,30276,1612,22319,1609,6547,1558,4224,1546,20507,1541,19815,1531,23273,1516,10620,1444,9989,1432,31240,1406,21881,1402"
32717,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",-1,7.17,4485
32697,Ozmafia!!,"Fantasy, Harem, Historical, Romance, Shoujo",12,5.46,10290,"22319,81,16498,78,20507,76,31043,76,30276,76,18153,75,9919,73,11757,73,31798,72,31478,72,19815,71,22789,71,30503,71,23289,71,28223,70"
32696,Fukigen na Mononokean,"Comedy, Supernatural",13,7.46,44786,"20507,559,16498,550,30276,523,22319,522,11757,515,9919,501,31043,501,30503,484,28223,472,1535,468,19815,460,6746,459,26243,458,31478,455,4224,452"
32691,Flowering Heart,"Kids, Magic",26,5.24,291
32670,Battle Spirits: Double Drive,"Action, Kids",-1,6.46,515
32663,Tama &amp; Friends: Uchi no Tama Shirimasenka?,"Adventure, Kids",-1,6.67,73
32660,Petit Petit Muse,"Cars, Horror, Kids",26,8.14,78
32648,Handa-kun,"Comedy, Shounen, Slice of Life",12,7.46,69621,"30276,866,16498,841,11757,828,22789,828,20507,808,19815,797,22319,792,31043,773,15809,762,6547,753,1535,752,23289,752,4224,747,14813,738,28223,715"
32603,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",12,7.17,37570
32601,12-sai.: Chicchana Mune no Tokimeki,"Romance, School, Shoujo",12,6.69,12768,"14227,119,16498,119,4224,118,22319,118,11757,118,31043,117,21995,113,23289,111,9989,111,20507,109,28999,108,27899,106,7054,105,30276,104,28297,103"
32590,Taeng-gu &amp; Ulasyong,"Action, Comedy, Mecha",26,4,38
32585,Telemonster,"Adventure",-1,8.5,32
32582,Duel Masters VSRF,"Action, Adventure, Comedy, Shounen",-1,5.13,460
32580,Uniminipet,"Adventure, Fantasy",26,6.75,35
32572,Neko Neko Nihonshi,"Historical, Parody",-1,5.9,612
32571,Shounen Ashibe: Go! Go! Goma-chan,"Comedy, Slice of Life",-1,5.94,1625
32568,Kamiwaza Wanda,"Kids, Sci-Fi",-1,5.29,316
32491,Kanojo to Kanojo no Neko: Everything Flows,"Psychological, Romance, Slice of Life",4,7.75,38765,"16498,664,11757,658,31043,649,30276,616,1535,596,6547,595,4224,587,9989,576,19815,570,20507,566,9756,552,9253,550,28223,545,22319,537,11111,531"
32448,Kirin Ashita no Calendar,"Historical, Kids",1306,6.43,59
32438,Mayoiga,"Drama, Horror, Mystery, Psychological",12,5.8,117090,"16498,1735,31043,1724,11757,1686,19815,1537,30276,1533,6547,1515,1535,1513,22319,1505,10620,1464,20507,1435,11111,1432,28999,1405,9253,1389,28223,1380,4224,1367"
32418,Chibinacs 2.0,"Comedy",25,4.33,36
32417,Chibinacs,"Comedy",25,5.5,39
32360,Qualidea Code,"Action, Magic, Supernatural",12,6.71,56854,"11757,744,19815,714,21881,676,26243,674,16498,674,28121,665,6547,664,31240,655,22199,651,30544,648,30276,646,20787,645,20507,635,22319,633,28907,632"
32313,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",11,7.23,16116,"31147,329,30276,305,16498,292,11757,284,31043,276,19815,271,28223,270,28497,268,20507,268,22319,259,18679,258,31964,257,28623,256,31798,254,6547,250"
32308,Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Magic",-1,6.36,1293
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",12,6.58,10517,"31790,179,16498,167,11757,162,30276,156,19815,153,26243,150,28907,150,21881,148,28999,147,28223,145,22199,145,20507,145,22319,145,28623,144,22729,144"
32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",13,8.5,185015,"28171,3522,11757,3134,16498,3112,19815,2964,30276,2957,1535,2664,22319,2637,6547,2594,21881,2579,20507,2519,22199,2473,31043,2468,28121,2422,4224,2418,10620,2415"
32274,Ketsuekigata-kun! 4,"Comedy",12,6.55,1119,"6746,11,1535,11,1575,11,11757,11,20507,11,25013,11,20689,11,23289,11,16035,10,14467,10,2904,10,17731,10,21431,10,11771,10,11843,10"
32271,Dies Irae,"Action, Magic, Super Power",-1,-1,5363
32245,Kuromukuro,"Action, Mecha, Sci-Fi",26,7.35,46323,"11757,452,16498,438,19815,423,30276,408,20507,400,6547,393,21881,386,31240,385,1575,384,28623,384,28121,377,28907,376,22319,376,22729,372,22199,370"
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",12,7.43,30363,"20507,376,16498,375,11757,373,30276,355,4224,353,31043,352,19815,349,23289,349,22319,342,26243,338,15809,335,1535,325,30503,325,9919,324,21881,320"
32032,Seikaisuru Kado,"Default",-1,-1,1797
32023,Bubuki Buranki,"Action, Drama, Mecha, Sci-Fi",12,6.47,44978,"11757,600,16498,592,19815,570,30276,541,20507,535,22319,531,31043,531,22199,527,28121,525,21881,524,6547,518,28497,514,26243,503,31859,502,28999,501"
32011,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",13,6.71,2791,"6895,21,9065,21,20507,19,14467,19,17513,18,1535,18,9919,18,22265,17,16035,17,853,17,18507,17,11757,17,27899,17,22319,17,4898,17"
31953,New Game!,"Comedy, Slice of Life",12,7.81,91932,"19815,1311,11757,1283,6547,1229,16498,1222,30276,1181,4224,1175,14741,1157,31240,1132,30831,1131,14813,1116,31043,1103,28121,1094,9253,1072,8769,1060,9756,1057"
31952,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",12,7.5,69088,"19815,889,11757,886,14741,835,6547,832,4224,831,14813,831,30276,830,16498,825,30831,808,28121,806,31043,798,15809,789,31240,785,18897,776,23289,774"
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",39,8.57,74074
31924,Monchhichiisu,"Kids",20,4.8,39
31914,Shoujo-tachi wa Kouya wo Mezasu,"School",12,6.45,60452,"11757,890,19815,881,30831,826,14813,825,16498,824,28999,823,6547,821,28121,819,31043,810,30276,807,21881,790,18897,783,23847,774,4224,773,30296,762"
31904,Big Order (TV),"Action, Shounen, Super Power",10,5.7,84079,"11757,1311,19815,1243,16498,1241,22319,1171,30276,1162,21881,1144,28121,1139,10620,1137,22199,1134,6547,1111,20507,1096,1535,1072,31043,1070,8074,1047,27899,1043"
31898,Robocar Poli,"Cars, Comedy, Kids",26,4.85,51
31892,The Legend of Huainanzi,"Adventure, Fantasy, Historical",26,5.75,90,"34078,1,33046,1,32906,1,32438,1,31798,1,30721,1,27785,1,22147,1,14833,1,13307,1,5220,1,12611,1,12471,1,12461,1,2287,1"
31890,Nurse Witch Komugi-chan R,"Comedy, Magic, Parody",12,6.09,7376,"9756,100,19815,96,11757,93,16498,91,30831,91,31442,89,31043,89,4224,88,6547,88,5081,86,18679,86,28121,86,30276,85,14741,85,31163,84"
31884,Mahoutsukai Precure!,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",48,7.04,3865
31848,Ojisan to Marshmallow,"Comedy, Slice of Life",12,6.7,31005,"30276,757,16498,731,11757,730,19815,721,31043,694,4224,692,6547,662,14741,646,28121,632,30831,625,1535,623,14813,622,15809,615,23289,607,9253,606"
31821,Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",8,7.7,53577,"28249,1262,16498,1167,11757,1125,30276,1081,22319,1042,19815,1026,20507,1024,5114,1005,1535,991,26243,983,22199,981,1575,970,31043,968,21881,953,2904,939"
31804,Kuma Miko,"Comedy, Seinen, Slice of Life",12,6.43,43176,"30276,608,11757,575,19815,567,16498,558,4224,555,31043,545,6547,538,14741,538,30831,530,18679,523,23289,518,14813,513,9756,513,15809,506,28121,505"
31798,Kiznaiver,"Drama, Sci-Fi",12,7.67,197912,"16498,2942,11757,2937,30276,2746,19815,2733,31043,2707,6547,2579,22319,2578,20507,2498,1535,2462,10620,2384,9253,2354,4224,2331,21881,2298,28223,2268,22199,2256"
31793,Mahou Shoujo Nante Mou Ii Desukara.,"Comedy, Magic",12,6.03,13654,"19815,259,14741,249,9756,248,30276,247,6547,246,30831,241,4224,241,11757,240,16498,237,31043,235,8769,230,14813,229,28121,225,5081,225,18679,225"
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,"Comedy, Mecha, Police, Sci-Fi",12,6.02,37993,"16498,445,11757,444,19815,420,30276,417,28907,397,21881,397,28121,393,22199,393,6547,388,22319,384,20507,382,31043,382,28497,382,1575,381,20787,379"
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",13,7.95,86475,"11757,1500,16498,1438,19815,1426,28121,1342,30276,1314,31240,1304,21881,1304,20507,1292,28907,1291,22319,1282,6547,1276,22199,1272,17265,1248,1575,1229,8074,1218"
31700,Xiao Taiji,"Action, Kids, Martial Arts",14,5.86,45
31699,Good Morning!!! Doronjo,"Comedy, Parody",225,6,135,"31517,1,24835,1,19221,1,15059,1,10870,1,8057,1,10372,1,584,1,4154,1,3915,1,1210,1,3731,1,3713,1,467,1,3712,1"
31698,Zhan Long Si Qu,"Cars, Kids",64,4.8,67,"34078,1,33046,1,32906,1,32438,1,31804,1,30721,1,27785,1,22147,1,14833,1,13307,1,5220,1,12611,1,12471,1,12461,1,2287,1"
31692,Gogulyeoui Jeolm-eun Musadeul,"Historical",-1,4.75,35
31691,Tam Mao Phieu Luu Ky Ta,"Comedy, Historical, Kids",25,6.1,40
31674,Larva 3rd Season,"Comedy",26,7.09,60
31673,Larva 2nd Season,"Comedy",34,7.05,92
31670,Kaitou Joker 3rd Season,"Adventure, Comedy, Mystery, Shounen",13,7.09,1880,"24909,36,28869,36,30276,33,11757,32,28223,30,31964,30,24833,29,26243,29,16498,29,1535,28,18679,28,20583,28,9756,27,22789,27,1575,27"
31637,Gate: Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,"Action, Adventure, Fantasy, Military",12,7.97,153501,"28907,4279,11757,3968,19815,3735,16498,3712,30276,3470,28121,3356,6547,3349,21881,3317,22319,3162,22199,3158,1535,3104,17265,3085,20507,3078,8074,3039,1575,3024"
31631,Monster Hunter Stories: Ride On,"Fantasy",48,6.03,6848
31629,Granblue Fantasy The Animation,"Fantasy",-1,-1,9867
31588,All Out!!,"School, Seinen, Sports",25,7.16,35461
31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",13,7.78,160972,"16498,2468,11757,2316,22319,2276,1535,2210,30276,2164,19815,2037,22535,1999,31043,1990,10620,1968,20507,1948,6547,1912,27899,1905,9919,1875,5114,1862,1575,1835"
31573,Brave Beats,"Adventure, Music",22,6.65,2299,"16498,33,10620,33,11757,32,2001,32,19815,31,4224,31,18679,31,6547,30,1575,30,20583,30,1535,30,15809,30,30276,30,11111,29,5081,29"
31560,Miss Monochrome: The Animation 3,"Comedy, Music, Slice of Life",13,6.66,7905,"30384,233,20033,229,11757,211,19815,201,18679,196,16498,195,14741,192,9756,188,30276,188,6547,183,16742,182,4224,181,23289,181,21881,181,15809,179"
31555,Doushitemo Eto ni Hairitai,"Comedy",13,6.79,155,"33222,1,32681,1,32039,1,31680,1,31139,1,23151,1,10079,1,270,1,28283,1,30355,1,14829,1,30307,1,21435,1,30291,1,30276,1"
31537,Shingeki no Bahamut: Manaria Friends,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",-1,-1,9939
31534,Larva,"Comedy",26,6.57,139
31519,Anitore! EX,"Comedy, Sports",12,5.62,15005,"11757,239,16498,225,19815,223,14741,218,6547,217,30276,214,14813,210,28121,209,26349,204,4224,203,15809,199,1535,198,9756,198,5081,197,11111,197"
31517,Ninja-tai Gatchaman ZIP!,"Comedy, Parody",475,5.5,146,"31699,1,24835,1,19221,1,15059,1,10870,1,8057,1,10372,1,584,1,4154,1,3915,1,1210,1,3731,1,3713,1,467,1,3712,1"
31500,High School Fleet,"Action, Military, School",12,7.3,38646,"11757,569,19815,557,6547,553,4224,525,14741,524,16498,519,30276,507,28907,501,9756,500,30831,500,14813,497,31043,490,28121,489,21881,488,28999,482"
31498,Pan de Peace!,"Comedy, School, Slice of Life",13,5.63,18420,"19815,270,30276,257,11757,257,14741,248,6547,246,9756,243,31043,242,4224,239,16498,239,30831,236,28121,232,14813,232,26349,232,31953,231,18679,230"
31445,Minna Atsumare! Falcom Gakuen 3rd Season,"Comedy, Parody, School, Seinen",-1,-1,245
31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",13,7.03,168482,"11757,2664,19815,2595,16498,2459,30276,2384,6547,2352,28121,2333,21881,2257,30831,2201,4224,2189,20507,2165,14813,2143,28999,2140,22319,2115,31043,2108,22199,2106"
31439,Wagamama High Spec,"Comedy, School",12,5.48,19984,"19815,284,11757,282,28121,268,30831,263,6547,262,31442,255,21881,252,14741,251,30276,251,28999,251,18897,249,10719,244,30307,243,16498,243,14813,243"
31433,Ginga Eiyuu Densetsu (2017),"Action, Drama, Military, Sci-Fi, Space",-1,-1,3969
31422,Minami Kamakura Koukou Joshi Jitensha-bu,"School, Shounen, Sports",-1,-1,2216
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life",12,7.26,13346,"27727,160,18507,137,16498,135,30276,129,22265,126,6746,126,28223,122,23289,122,20507,120,22319,119,4898,119,31043,119,9756,117,1535,114,20583,113"
31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",24,7.52,57920,"16498,746,11757,725,20507,722,14227,695,4224,691,22319,684,23289,682,31043,681,30276,681,1535,635,7054,626,19815,625,21995,623,30503,613,23273,610"
31405,Joker Game,"Drama, Historical, Military",12,7.21,102560,"16498,1274,30276,1217,11757,1185,31043,1172,1535,1140,22319,1126,19815,1106,28223,1084,20507,1052,13601,1049,22535,1040,1575,1039,23283,1034,9253,1029,6547,1005"
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",12,7.17,137102,"11757,2313,19815,2232,16498,2098,28121,2053,6547,2027,30276,2016,21881,1979,4224,1964,30831,1945,14813,1939,15809,1911,14741,1888,11617,1865,10719,1854,10620,1842"
31338,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",12,6.53,92396,"11757,1500,19815,1404,28121,1357,16498,1342,21881,1331,11617,1323,30544,1296,22199,1285,30296,1277,6547,1252,8074,1240,30276,1238,15451,1213,15583,1210,22319,1203"
31246,Choegang Habche: Mix Master,"Adventure, Fantasy",39,6.79,168
31239,Kotori Samba,"Comedy, Music",240,6.75,74
31229,Servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",12,7.12,73126,"20507,647,22319,642,16498,640,11757,632,9919,625,26243,597,30276,570,27899,561,19815,559,1535,552,30503,539,28927,515,31043,513,10620,511,22199,510"
31223,Phantasy Star Online 2 The Animation,"Action, Game, School, Sci-Fi",12,6.5,32470,"11757,570,28121,537,19815,530,16498,516,21881,511,17265,498,28907,491,22199,487,30276,486,6547,480,22319,479,30831,476,30544,474,29803,466,26243,463"
31221,Tantei Team KZ Jiken Note,"Mystery, School",16,6.26,9410,"16498,150,11757,150,20507,146,19815,140,31043,139,30276,138,22319,135,6547,133,28999,133,30503,130,30187,129,23289,128,4224,128,28497,127,1535,126"
31211,Choegang Top Plate,"Action, Comedy, Kids, Sports",26,7.2,86,"24277,1,18055,1,14513,1,7334,1,4898,1,853,1,2557,1,3655,1,3576,1,2034,1,3457,1,3199,1,3010,1,2907,1,2829,1"
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,"Action, Game, Shounen",26,7.07,3060,"27815,53,9539,51,11757,51,16498,49,13145,49,15611,48,21729,45,1575,44,2904,43,1535,41,5114,41,30276,41,21881,40,9919,40,16592,40"
31181,Owarimonogatari,"Comedy, Mystery, Supernatural",12,8.43,107855,"5081,2237,11597,2184,17074,2181,15689,1948,21855,1941,28025,1936,11757,1896,19815,1863,16498,1861,6547,1844,9253,1833,30276,1802,4224,1742,1535,1718,10620,1621"
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,"Comedy, Harem, Music, Romance, Shoujo",13,7.37,12757
31173,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",12,8.14,80862,"30123,1682,11757,1478,16498,1430,20507,1384,19815,1298,22319,1255,6547,1249,30276,1248,4224,1239,31043,1207,30503,1194,21881,1190,23273,1176,1535,1174,14227,1166"
